30000 30000
8449 14873 1
8449 27036 -55
8449 29450 56
8450 4901 -20
8450 9830 80
8450 16260 -43
8451 5077 -10
8451 6570 91
8451 26277 -34
8452 11459 -37
8453 17056 94
8453 24941 -17
8454 4240 -2
8454 8537 -86
8454 29515 62
8455 800 -6
8455 4584 79
8455 22853 88
8456 4474 81
8456 10389 -94
8456 25072 -21
8457 5525 53
8458 1252 63
8458 3293 57
8458 12166 -42
8458 12679 -3
8458 18462 92
8458 21874 55
8459 5489 -38
8460 1404 -44
8460 11752 -34
8460 17963 -53
8461 5270 -46
8461 12495 -12
8461 13646 -45
8461 23938 -48
8461 29548 41
8462 15121 86
8462 17497 54
8462 17560 -97
8462 18635 -18
8462 20970 4
8463 22855 82
8464 516 -70
8464 6171 98
8464 10466 39
8464 17664 -3
8464 19059 -61
8464 29262 -24
8465 8817 74
8466 6910 -24
8466 8071 93
8466 24963 48
8467 2442 -55
8467 2623 -92
8467 4573 -34
8467 13139 51
8467 14757 -86
8467 15271 -99
8467 26282 31
8468 3709 55
8468 6200 -68
8468 6892 -60
8468 18192 5
8468 27843 56
8469 18141 74
8469 21405 21
8470 4187 -19
8470 17289 -51
8470 17781 22
8471 13582 -5
8471 14032 -71
8471 16496 -81
8472 5339 45
8472 15676 97
8472 17240 -10
8472 20336 -37
8472 29156 -31
8473 4299 85
8473 9096 -17
8473 19262 87
8473 21124 74
8473 21587 -37
8474 4014 -19
8475 1440 1
8475 15099 73
8476 16084 89
8476 20235 85
8476 24223 42
8476 27449 75
8477 2819 95
8477 20282 -35
8477 21980 -39
8478 17790 -82
8478 18320 22
8479 9228 12
8479 13736 -23
8479 28410 39
8480 2161 51
8480 3588 -74
8480 7963 -15
8480 20607 -89
8480 23722 -87
8481 6818 -84
8481 19101 81
8481 22281 -18
8481 27667 62
8482 3802 -45
8482 11539 -67
8482 12238 8
8483 1699 -44
8483 7758 98
8483 9113 -39
8483 13479 -64
8483 18742 -12
8484 4053 -44
8484 24868 -78
8485 1964 -38
8485 2465 91
8485 11422 48
8485 21543 99
8485 27921 100
8486 3056 -11
8486 24277 78
8486 28007 -48
8487 12698 -92
8487 20869 2
8487 24673 84
8487 25266 -33
8487 26732 4
8488 917 91
8488 6482 88
8488 23365 15
8488 25258 96
8488 26464 37
8489 2033 -91
8489 7249 91
8489 17579 5
8489 29144 -28
8490 13740 41
8490 22457 -84
8490 23455 86
8490 26695 -66
8491 7613 -12
8491 9196 -42
8491 14539 -4
8491 19197 64
8492 7550 -55
8492 15215 2
8492 19141 -70
8492 24054 46
8493 12530 -65
8493 14673 3
8493 27568 84
8493 28592 20
8494 19878 45
8494 20670 -54
8494 27597 -45
8495 8207 -66
8495 21531 94
8496 7481 -25
8496 12178 13
8497 4604 -65
8497 11129 -66
8497 15221 4
8497 17163 -68
8497 27997 -7
8498 2555 70
8498 15436 32
8498 21091 87
8499 53 -92
8499 2143 -5
8499 28145 -98
8500 14619 79
8500 22530 13
8501 1520 1
8501 6981 -56
8501 17023 -9
8501 18631 35
8501 29317 18
8502 2388 -48
8502 13537 92
8502 14135 96
8502 14268 -39
8502 22784 -98
8502 23861 -19
8503 8368 -75
8503 11150 63
8503 25899 27
8504 3175 34
8504 4716 79
8504 10864 50
8504 12379 -39
8505 7004 -64
8505 7999 72
8505 8765 -75
8505 9495 5
8505 17088 22
8505 20659 -91
8505 21755 -37
8505 22933 34
8505 29228 84
8506 3670 97
8506 5766 62
8506 8368 51
8506 14954 93
8506 17230 -87
8506 23872 68
8506 26938 64
8507 3135 58
8507 8660 22
8507 22674 29
8508 7788 26
8508 8415 -12
8508 23150 21
8509 1060 64
8509 7695 -39
8509 17256 -92
8509 20194 97
8509 23385 74
8510 3483 20
8510 7324 58
8510 11088 55
8510 24399 -47
8511 1217 -80
8511 16016 3
8511 25968 52
8511 27500 -36
8512 7931 2
8513 6237 -96
8513 22209 -65
8513 24211 -81
8514 1404 -9
8514 6267 72
8515 2778 -87
8515 5823 7
8515 9202 -41
8515 18030 87
8515 21692 40
8515 22859 38
8516 8019 49
8516 24705 94
8517 2022 52
8517 3278 -24
8517 8626 -49
8517 15478 -20
8517 16464 77
8518 5947 -40
8518 7443 -12
8518 13234 33
8518 19478 -66
8519 3617 -10
8519 5203 -57
8519 7079 43
8519 7613 44
8519 24784 1
8519 28276 72
8520 18793 -13
8521 8727 -31
8521 11306 33
8521 15182 -98
8521 20884 58
8521 21057 100
8521 23930 -92
8521 28715 -14
8522 4066 95
8522 13120 -73
8522 14369 -90
8522 18130 66
8522 21756 34
8522 23517 -60
8522 23941 77
8523 10113 -86
8523 13507 -83
8523 14349 -55
8523 18738 60
8523 19569 63
8524 4228 -18
8524 14025 55
8524 18108 84
8524 20318 35
8525 2313 -47
8525 5342 72
8525 6887 -71
8525 18489 15
8525 24918 -26
8525 26574 24
8526 1143 4
8526 1746 -12
8526 12049 69
8526 14748 14
8527 6085 76
8530 634 74
8530 2443 44
8530 18069 -27
8530 19189 62
8531 17115 -87
8532 2862 -7
8532 13619 -69
8532 26993 92
8532 29931 -36
8533 5132 70
8533 11655 -7
8533 17591 54
8534 17903 60
8534 23911 43
8534 26193 -6
8535 8552 -75
8535 18961 -57
8535 23163 -60
8535 23471 -14
8535 27828 -4
8536 23919 -71
8537 9179 -53
8537 15801 9
8537 15842 -79
8537 16952 -70
8538 4301 93
8538 24126 -72
8539 14681 -27
8540 51 -42
8540 2851 -100
8540 9407 -53
8540 14298 -46
8542 1859 -49
8542 12237 23
8542 16644 1
8542 27094 26
8543 12402 53
8543 15178 74
8544 6069 48
8544 8675 76
8544 15866 88
8545 10352 -76
8545 15918 -17
8545 23247 -63
8546 5712 -84
8547 2003 -71
8547 20539 76
8547 22411 -18
8548 2130 -9
8548 7159 83
8548 7385 48
8548 11476 -60
8548 14553 -55
8548 27694 -83
8549 3583 100
8549 5072 -93
8549 17709 -49
8549 19262 60
8549 23401 -79
8550 8718 31
8550 13694 -29
8550 14932 57
8550 17617 -47
8550 24945 -65
8550 26938 -57
8551 4000 -27
8551 8169 -28
8551 14101 -29
8551 16129 89
8552 616 -65
8552 14135 -1
8552 25782 -40
8552 27981 62
8553 2658 -82
8553 8837 -77
8554 17738 -3
8554 19814 16
8555 12081 -20
8556 1967 -55
8556 2138 73
8556 12186 -71
8556 14665 -68
8556 29071 -71
8557 7869 -86
8557 11327 3
8557 15104 -36
8557 16841 -95
8557 18161 -68
8558 19150 -27
8559 1225 -9
8559 3385 84
8559 5813 -61
8559 14152 96
8559 14349 13
8559 22656 38
8560 11735 55
8560 15105 -33
8560 19118 -48
8561 1167 -29
8561 7019 40
8561 20152 30
8561 26699 68
8562 14149 -88
8562 19375 -72
8562 20578 -75
8562 20792 90
8562 25899 16
8563 1157 -85
8563 5359 -45
8563 5786 -6
8563 11483 -96
8563 12268 90
8563 18615 41
8564 1126 -24
8564 24400 82
8564 26068 -62
8565 20475 32
8565 26677 -24
8566 2045 25
8566 24499 25
8566 26588 -50
8568 1657 -66
8568 4818 96
8568 6231 31
8568 16239 -37
8568 27893 37
8568 28134 4
8569 5033 68
8569 29706 -62
8570 5117 69
8570 5158 97
8571 25253 -16
8571 28802 93
8572 8705 -13
8572 16042 29
8573 77 -33
8573 2445 -57
8573 3330 76
8573 7010 67
8573 23316 -67
8573 25270 -71
8573 25957 59
8574 3716 -8
8574 17135 -40
8574 25883 62
8575 18889 58
8575 20881 17
8575 25911 -97
8575 26607 -93
8575 29901 66
8576 16165 -64
8576 16814 -55
8576 18728 -96
8576 21635 72
8577 15761 17
8577 19311 86
8577 19675 -59
8577 25736 -17
8577 26602 95
8578 2620 -29
8579 2337 78
8579 3744 -89
8579 4770 10
8579 19169 -19
8579 26290 15
8579 29078 -4
8580 1173 26
8580 17951 -65
8580 24142 74
8581 6186 4
8581 10817 -83
8581 25176 -44
8582 1672 -20
8582 11154 57
8582 15044 -46
8582 16048 -31
8582 21304 42
8582 22213 -80
8582 22293 -30
8582 23470 -42
8582 24642 -77
8583 2433 74
8583 7502 -64
8583 22530 52
8584 6870 -47
8584 22016 12
8584 24552 64
8585 2132 30
8585 12357 92
8585 24242 62
8586 170 96
8586 6012 13
8586 8283 50
8586 19420 -36
8587 16328 -32
8587 17327 87
8587 18232 58
8587 21870 -59
8587 27448 -12
8588 1416 17
8588 2465 -9
8588 4889 -68
8588 6590 99
8588 18780 -14
8589 7812 -51
8589 16428 -24
8590 703 -72
8590 22325 -45
8591 6056 68
8591 9614 96
8591 13723 84
8591 29915 -15
8592 3908 -16
8592 14164 53
8592 17381 -71
8592 23344 60
8592 26631 54
8593 8371 -45
8593 8550 -34
8593 14617 21
8593 21450 -85
8593 23451 -20
8593 27056 45
8594 780 97
8594 3503 48
8594 3934 -91
8595 3786 -40
8595 6505 88
8595 10013 -95
8595 16980 4
8595 29309 -69
8596 11069 95
8596 13836 41
8596 24574 -68
8597 1377 2
8597 10256 -57
8597 14126 -53
8597 27559 -43
8597 29601 97
8598 15190 -21
8598 20448 -93
8598 23994 -57
8598 27354 -42
8599 2672 -43
8599 12448 21
8599 20802 66
8599 29292 29
8600 263 -50
8600 9714 -37
8600 13579 70
8600 15238 -7
8600 23391 -55
8600 27225 31
8601 746 -75
8601 3104 -89
8601 6562 -4
8601 10738 22
8601 10795 74
8602 10080 -51
8602 13811 48
8602 22287 94
8603 19489 36
8604 11745 52
8604 14080 -52
8604 15415 -84
8604 15502 84
8604 17058 48
8604 25220 34
8605 3294 70
8605 7399 27
8605 8195 70
8605 9728 42
8605 24275 -64
8606 4229 65
8606 23998 -59
8607 1300 98
8607 6586 -76
8607 9969 88
8607 14474 -95
8607 14884 48
8608 23898 40
8608 25383 -66
8608 26473 89
8609 57 -20
8609 15603 36
8609 21295 -60
8609 24783 -43
8609 28299 -41
8609 28475 90
8610 293 31
8610 1630 -40
8610 4514 86
8610 10516 -41
8611 790 -5
8611 1589 50
8611 9834 -58
8612 6529 70
8612 12334 50
8612 28535 -64
8613 15667 -13
8613 17830 -72
8613 23482 -55
8613 29317 -16
8614 3867 49
8614 20090 -17
8614 26387 -18
8615 2863 58
8615 4725 83
8615 12015 -91
8615 19189 -30
8615 20745 36
8616 7793 -14
8616 18111 -15
8617 4244 -51
8617 14015 34
8618 6154 -81
8618 21424 64
8618 25110 40
8619 26183 -16
8620 17486 -36
8620 23583 4
8621 5414 12
8621 5467 -48
8621 23679 32
8623 2419 23
8623 23159 29
8624 3848 -20
8624 9242 97
8625 15262 35
8625 17543 -46
8625 24757 80
8625 25655 27
8626 11194 -60
8626 26085 24
8627 2010 -96
8627 11690 -100
8627 15821 88
8627 16878 16
8627 20668 -47
8628 3634 -75
8628 27317 -20
8629 12448 56
8629 21900 42
8629 29768 -25
8630 1705 -43
8630 11114 -31
8630 22723 29
8630 25174 -42
8631 8384 22
8631 15043 -79
8631 20304 88
8631 25778 -88
8631 29218 73
8632 9896 71
8632 12048 -34
8633 11751 57
8633 13733 -16
8633 26229 68
8634 11927 -56
8634 19262 11
8635 4509 9
8635 11596 34
8635 19752 96
8636 16669 35
8636 16916 49
8637 5009 70
8637 19309 85
8637 26779 -84
8638 3751 6
8638 10256 94
8638 17030 -70
8638 19577 79
8639 4154 91
8639 6174 98
8639 8008 -40
8639 14935 83
8639 25859 -48
8639 28794 -48
8640 1512 -74
8640 5800 69
8640 11964 -88
8640 19028 60
8640 23318 57
8640 23979 -15
8641 3486 20
8641 18760 -9
8641 20559 -68
8641 22684 1
8641 22747 -30
8642 7591 -53
8642 10438 -22
8642 20789 96
8642 23499 51
8643 1825 93
8643 10241 -94
8643 14392 50
8644 119 79
8644 28942 -58
8644 29792 -94
8645 8391 27
8645 20536 16
8645 21770 -12
8645 23011 78
8645 28220 -45
8646 17609 59
8647 3732 98
8647 4632 5
8647 17074 -68
8647 23633 -22
8648 11765 19
8648 27854 33
8649 681 -9
8649 23754 -96
8650 994 -35
8650 28464 58
8651 11009 -82
8651 14056 73
8652 4822 72
8652 6996 7
8652 17553 30
8652 19864 -8
8652 23268 -99
8653 10099 -59
8653 16122 50
8653 29141 -81
8654 2616 -55
8654 4593 61
8654 15851 3
8655 3766 43
8655 3984 -1
8655 4071 73
8655 14582 88
8655 15255 -46
8656 791 -66
8656 1546 -95
8656 11194 56
8656 15614 100
8657 4579 18
8657 25536 -21
8658 448 77
8658 2717 56
8658 17658 -68
8658 20017 84
8658 27018 -39
8659 1124 54
8659 15665 -22
8659 18531 -16
8659 27153 -37
8660 11190 34
8660 24854 -50
8660 29961 -64
8661 15341 -92
8661 16129 10
8661 19165 -50
8661 25576 53
8662 20347 48
8662 22109 49
8662 25532 45
8662 28736 15
8663 12312 -86
8663 13232 96
8663 29657 55
8664 9413 -31
8664 25342 -97
8664 28096 -7
8665 11722 50
8666 9449 -57
8666 24735 -6
8666 25458 -81
8668 11727 85
8668 27499 -65
8669 3207 -36
8669 16073 -34
8669 18168 38
8670 23791 39
8672 2303 -71
8672 12396 -83
8673 3326 66
8673 8575 31
8673 8784 -29
8673 10604 -23
8673 19631 74
8673 23106 89
8673 23504 -63
8673 23763 4
8673 27194 -20
8674 3294 -77
8674 29042 -92
8675 10109 -72
8675 17923 90
8675 28750 -42
8676 2451 48
8676 5451 59
8676 9626 15
8676 14658 -63
8676 15446 -21
8676 18670 31
8677 5043 23
8677 6558 75
8677 9523 -58
8677 11036 85
8677 11304 96
8677 26927 -58
8678 14280 -52
8678 15160 -31
8679 8789 62
8679 29856 -35
8680 234 33
8680 7828 -11
8680 14074 75
8680 20116 -11
8680 25576 92
8681 2215 77
8681 7624 -65
8681 22275 -89
8681 28224 24
8682 17549 39
8682 29557 61
8683 1236 87
8683 2718 -61
8683 4491 18
8683 12686 79
8683 14486 -50
8683 16619 -26
8683 23008 -30
8683 26971 -4
8684 10531 79
8684 16570 -62
8684 24491 89
8684 27633 -2
8685 4623 8
8685 25881 45
8686 4124 24
8686 4913 91
8686 18931 -32
8688 9936 76
8688 16229 29
8688 22951 -99
8688 25935 64
8689 8997 71
8689 18516 50
8690 5865 19
8690 8519 -100
8690 9827 22
8690 23769 -27
8690 27718 -30
8691 20251 -59
8691 21647 73
8692 11033 57
8692 13259 98
8693 11466 -18
8693 11767 85
8693 18892 82
8693 29757 42
8694 6328 -76
8694 11910 31
8694 22636 60
8694 29215 93
8695 13005 29
8695 14308 -27
8695 19699 -23
8695 23223 -8
8696 10554 56
8696 18569 -34
8696 24479 -87
8696 26121 6
8697 4772 -60
8697 8532 -29
8697 28202 -70
8698 21363 66
8698 27712 35
8699 26412 -6
8700 1314 7
8700 14994 -68
8701 29297 98
8702 704 -87
8702 11614 -67
8702 14778 -90
8702 17057 -5
8702 20799 68
8702 21924 -27
8703 921 66
8703 9662 19
8703 15889 -70
8704 29858 -84
8705 87 48
8705 5124 -79
8705 7018 -10
8705 17032 75
8705 27454 47
8706 7728 90
8707 11961 -62
8707 18973 -8
8707 20172 -89
8708 29182 -87
8709 7460 -61
8709 10577 54
8709 21152 68
8709 24795 29
8709 25674 -12
8710 1554 -40
8710 29051 11
8711 1134 -11
8711 7212 -5
8711 10840 -39
8711 24935 -57
8712 13447 87
8712 28927 97
8713 3182 68
8713 15554 -33
8713 15809 78
8713 18284 -98
8713 28357 67
8714 855 -11
8714 6416 64
8714 12710 48
8714 18668 -65
8714 24873 -75
8714 29484 -72
8715 20390 65
8715 20919 -70
8715 27138 -59
8716 27325 -19
8716 27573 44
8717 21686 23
8717 29528 -63
8718 5938 28
8718 17106 31
8718 23979 -59
8719 1082 26
8719 17834 79
8720 8605 89
8720 11712 36
8720 12588 -93
8721 4661 -46
8721 10058 86
8723 222 -84
8723 485 -34
8724 3793 77
8724 10341 75
8724 15741 -3
8726 15941 59
8727 12060 84
8727 14173 52
8727 14360 -1
8727 15028 54
8727 15270 87
8727 20964 45
8727 26096 40
8728 7733 -61
8728 11430 -34
8728 23184 -3
8729 2236 87
8729 4934 -36
8729 8452 51
8729 13907 -6
8729 19851 93
8730 9563 75
8730 13780 72
8730 25676 -71
8730 28152 -45
8731 2122 94
8731 2800 -7
8731 9286 12
8731 9893 -33
8731 21260 -93
8732 16945 -38
8733 3219 -59
8733 9997 -38
8733 28475 -84
8734 3917 -21
8734 7519 -40
8734 18852 -37
8734 24809 -33
8734 25894 60
8735 29762 -73
8736 558 -35
8736 12270 -19
8736 21626 -39
8736 24898 61
8737 261 43
8738 4001 56
8738 13694 -61
8738 14123 42
8738 26877 -53
8739 5154 -66
8739 28120 -46
8740 9517 -16
8740 18308 13
8740 21074 81
8740 22747 65
8740 24760 83
8741 9420 69
8741 14498 -13
8741 15350 -6
8742 4815 30
8742 5305 -14
8742 24693 -42
8743 579 52
8743 1489 22
8743 6932 65
8743 27253 95
8744 6877 -34
8744 15635 -90
8744 23603 -69
8745 10364 -86
8745 14901 32
8745 24436 -94
8746 4852 43
8746 13780 24
8746 14152 -51
8746 18184 -3
8747 6744 55
8748 1529 -46
8748 9140 -37
8748 17003 10
8749 645 -13
8749 5956 43
8749 6426 39
8749 7466 -82
8749 19121 -62
8749 25711 -98
8750 1372 -39
8750 15615 18
8750 26459 45
8750 27254 81
8750 28022 55
8751 1223 -43
8751 1254 51
8751 3859 41
8752 22360 93
8752 24841 -44
8752 28220 81
8754 2707 97
8754 4355 55
8754 24864 99
8754 25643 -74
8755 448 -49
8755 8382 -85
8755 23833 70
8755 29034 -7
8756 15303 52
8756 17379 82
8756 20919 53
8756 27128 -39
8757 10338 -81
8757 12244 -97
8757 22091 -16
8757 22399 -11
8757 22592 -4
8758 19640 -42
8758 24704 -80
8759 5364 6
8759 16538 -62
8759 21542 -42
8760 4771 -81
8760 17881 -24
8760 23777 -19
8761 697 51
8761 5217 82
8761 8765 -75
8761 29597 50
8762 6284 -13
8763 200 58
8763 3963 -23
8763 11885 -51
8763 16739 63
8763 19028 -52
8763 24066 -86
8763 28337 -50
8764 23763 -73
8765 3266 54
8765 12690 80
8765 25567 -42
8766 4245 -11
8766 12289 -96
8766 24670 52
8766 27102 48
8767 24419 72
8767 29059 45
8768 9121 -27
8768 12062 -33
8768 15044 86
8768 21143 -7
8769 5764 52
8769 10889 -54
8769 15400 -34
8769 21489 9
8770 3727 88
8770 13254 16
8770 18923 -17
8770 21761 56
8770 23018 27
8771 3326 8
8771 28185 -11
8772 2394 86
8772 14219 12
8772 16934 -20
8773 4028 63
8773 4264 -88
8773 5643 57
8773 19642 -90
8773 23840 57
8773 27115 -20
8774 4791 49
8774 20968 11
8774 28247 -6
8775 1861 95
8775 16120 42
8776 16719 29
8776 21570 -46
8776 29078 -6
8777 7523 -54
8777 25241 -78
8778 7316 67
8778 20584 -24
8778 29854 74
8779 16249 -76
8779 20823 37
8779 22940 83
8780 346 -14
8780 3300 -2
8780 7280 -45
8780 10711 -5
8781 3781 -86
8781 8051 -8
8781 26860 -89
8782 13040 -33
8782 24535 -71
8782 24587 -4
8782 27169 51
8783 12282 -36
8783 13844 96
8783 19335 68
8783 26630 72
8784 7810 23
8784 9076 65
8784 19778 61
8785 2876 43
8785 14194 81
8785 23888 -83
8785 27081 38
8785 27340 10
8786 1922 67
8786 20577 3
8786 21918 -13
8786 24908 -63
8787 5613 97
8787 10811 88
8787 11306 40
8787 11867 -23
8787 15286 96
8787 18640 -56
8788 7385 100
8788 10027 63
8788 16168 -36
8788 21393 84
8788 29649 30
8789 1042 56
8789 6558 -72
8789 7192 -76
8789 7404 -36
8790 836 58
8790 19115 -99
8790 25130 44
8791 5027 -9
8791 10589 -72
8791 14213 65
8791 21291 -24
8791 21510 -39
8791 28870 -24
8792 7053 55
8792 22750 -42
8793 7221 99
8793 19049 3
8793 20697 76
8794 9092 -24
8794 14189 84
8795 25011 1
8795 25062 -58
8795 27788 -65
8795 28552 -70
8796 1023 -48
8797 2956 15
8797 4290 90
8797 23032 -64
8798 3728 -92
8798 15455 97
8798 25068 27
8799 3923 9
8799 6233 -43
8799 16974 24
8799 26654 -79
8800 6080 51
8801 950 82
8801 3654 28
8801 6267 73
8801 7923 -34
8801 11125 71
8801 22337 33
8802 19630 59
8802 27492 42
8803 1508 87
8803 3584 -25
8803 11764 37
8803 23603 -67
8803 25111 66
8804 24317 92
8804 27071 -54
8805 4034 81
8805 9267 13
8805 20082 65
8806 4737 -48
8806 8882 -48
8806 12006 -27
8806 14469 -96
8807 7714 32
8807 7767 -46
8808 5145 85
8808 7012 55
8808 27341 -75
8809 916 -73
8809 14724 -92
8809 26163 5
8809 28306 -98
8810 2256 -85
8810 20417 47
8810 21779 -38
8811 4112 4
8811 4853 -66
8812 2580 7
8812 5459 -30
8812 12757 -33
8812 16565 20
8812 21543 90
8813 2722 -80
8813 14552 69
8813 16490 62
8813 20619 66
8813 23874 39
8813 25212 11
8813 26845 82
8814 24550 -29
8814 26477 19
8814 27435 -28
8815 20242 46
8815 27229 60
8816 1498 24
8816 7728 -46
8817 2123 -97
8817 5378 -73
8817 8459 82
8817 11086 -58
8817 11149 -78
8817 13248 -65
8818 6251 -22
8818 19351 -49
8819 2378 -42
8819 17341 -67
8819 18335 63
8819 29888 98
8820 1643 6
8820 3685 32
8820 7707 83
8820 23239 87
8821 591 -93
8821 2986 46
8821 12532 -56
8821 21216 -54
8821 24002 27
8821 24491 72
8822 9291 -62
8822 12168 76
8823 1045 85
8823 3277 -51
8823 10332 -32
8823 17953 97
8824 2241 -52
8824 15703 58
8824 23213 83
8824 26900 9
8824 27356 43
8825 6758 -73
8826 10710 63
8826 11177 53
8826 12320 -11
8826 17292 69
8826 29733 74
8827 12439 40
8827 24027 82
8827 25420 14
8828 411 18
8828 19779 -51
8828 23362 -18
8829 210 70
8829 7978 -65
8829 19335 78
8829 25199 5
8830 15285 -95
8830 17782 9
8830 23526 -30
8830 23735 -17
8830 27762 96
8831 11811 26
8831 13300 49
8831 29709 -40
8832 1917 19
8832 16214 -83
8833 2305 -58
8833 8241 61
8833 15510 -93
8833 16664 -71
8833 23026 60
8834 11706 23
8835 5239 -73
8835 28505 26
8836 11724 21
8836 18245 -2
8837 11985 97
8837 24197 -31
8838 27392 -11
8839 1422 17
8839 14726 97
8839 25175 14
8839 28774 -88
8840 7475 -16
8840 24074 -70
8841 15452 -77
8841 18744 85
8841 24523 44
8842 1470 4
8842 6282 -72
8842 6726 13
8842 12302 -46
8842 22744 56
8842 27012 -96
8842 28383 84
8843 6202 51
8843 13855 86
8843 18548 49
8843 19590 6
8843 20631 -14
8844 995 10
8844 1023 94
8844 2383 39
8844 5831 -22
8844 12187 16
8844 17807 -76
8844 24384 72
8844 28128 -31
8845 4952 -42
8845 5743 7
8845 11025 40
8846 2961 -8
8846 6624 -51
8846 17366 4
8846 19282 100
8846 19746 -87
8846 24379 34
8846 25697 -82
8848 2010 86
8848 21150 22
8849 19209 -100
8850 3211 -45
8850 8495 -77
8850 13689 -77
8850 25654 46
8851 18727 -20
8851 23983 79
8851 25843 60
8852 7348 -87
8852 9946 20
8852 10535 -77
8852 25522 55
8853 4780 77
8853 4944 53
8853 5899 12
8853 8054 -55
8853 8976 -26
8853 27221 -76
8854 557 2
8854 19619 58
8854 20371 -37
8855 8752 -24
8855 28295 51
8856 294 -30
8856 5223 -91
8856 7316 83
8856 24584 80
8857 23549 44
8857 29275 10
8858 6742 50
8858 21982 -41
8858 27028 19
8859 16356 -3
8859 17297 -47
8859 24736 8
8860 931 -34
8860 6369 4
8860 12475 26
8860 25447 -35
8861 4843 52
8861 17907 88
8861 18400 47
8861 19333 -16
8861 24015 60
8861 24617 23
8862 12590 -83
8862 15133 -54
8862 23710 95
8863 9174 -49
8863 14437 37
8863 18598 -73
8863 29612 88
8864 1935 -76
8864 3910 -87
8864 16211 -63
8864 25386 10
8864 28145 -67
8864 29444 70
8865 8011 -10
8865 15832 -37
8866 5499 -32
8866 9866 44
8866 13654 60
8867 2178 47
8867 19128 -61
8867 27166 -33
8868 3962 -71
8868 12487 -52
8868 15147 14
8868 15972 -68
8868 25780 68
8868 26816 -83
8869 9071 -100
8869 11521 -63
8869 22126 -23
8869 22924 -35
8870 15394 46
8871 875 -22
8871 7228 17
8871 8338 39
8871 22306 16
8871 26430 -27
8872 10811 -81
8872 11784 -6
8873 10721 73
8873 12518 -19
8873 22009 -43
8874 4064 13
8874 5238 32
8874 10491 -24
8874 12020 -16
8874 14101 44
8874 23891 -29
8874 28112 77
8875 17836 -86
8875 28913 89
8876 15152 19
8876 15640 5
8877 1499 -68
8877 3527 -77
8877 11019 -89
8877 16584 51
8878 4902 -47
8878 8502 -15
8878 14187 16
8878 29373 54
8879 7704 -91
8879 19082 70
8879 21424 -69
8879 22704 -63
8879 27975 89
8880 6215 -71
8880 8576 19
8880 17259 100
8880 17326 87
8880 22193 81
8880 24749 95
8881 6480 18
8881 9440 -20
8881 10453 16
8881 25184 15
8881 27494 74
8881 27932 56
8882 4490 -19
8882 24001 26
8882 24509 -99
8883 95 69
8883 12081 -63
8883 13681 48
8883 15374 26
8884 2890 -25
8884 3662 -70
8884 11091 97
8885 10803 12
8885 14951 25
8885 29273 -71
8886 2548 -44
8886 3314 -7
8886 5606 61
8886 8041 30
8886 14738 88
8886 20703 20
8886 21281 -40
8886 25922 23
8886 26280 71
8886 28744 -87
8887 26561 13
8887 29446 36
8888 8642 -48
8891 2961 -45
8891 3475 -90
8891 7571 -74
8891 8965 -82
8891 13295 -33
8891 13315 73
8891 13331 -29
8891 15510 -74
8891 29766 58
8891 29812 -39
8892 28026 14
8893 5573 -28
8893 20441 73
8893 20761 -56
8893 28782 35
8894 7133 34
8894 12635 -64
8894 15915 -15
8895 593 52
8895 12438 35
8895 15411 -58
8895 19734 31
8895 25461 -19
8895 27756 -13
8896 13405 97
8897 18104 -46
8897 18577 87
8897 23398 -58
8898 7656 92
8899 13224 -62
8899 16470 -25
8899 24320 -56
8900 4530 -11
8900 8969 27
8900 13318 -58
8900 19336 19
8900 25996 -86
8900 27078 -32
8901 44 60
8901 13226 67
8901 13522 56
8901 22561 5
8902 1472 86
8902 3402 99
8902 5733 93
8902 9689 47
8902 11450 72
8902 16215 94
8903 6049 16
8903 6474 30
8903 21838 97
8903 24056 -43
8903 28469 23
8904 308 -9
8904 2065 3
8904 8469 -42
8904 13587 94
8904 13590 -23
8904 24162 -96
8905 6501 83
8905 26169 -86
8906 7038 94
8906 28664 -87
8907 21399 97
8907 27731 -70
8908 1394 40
8908 3966 -97
8908 5829 -3
8908 11470 6
8908 11916 84
8908 24323 27
8909 2029 -14
8909 13274 -15
8909 14567 -1
8909 29933 7
8910 831 66
8910 1472 -91
8910 2611 51
8910 19093 39
8910 21448 78
8910 28870 92
8911 3496 41
8911 8216 -60
8911 8322 47
8911 25275 4
8911 27540 54
8912 22332 -47
8912 23818 71
8913 13994 50
8913 21457 -40
8913 28802 100
8913 29197 -83
8914 12438 42
8914 13402 7
8914 15373 56
8914 23477 22
8915 1682 -41
8915 2118 26
8915 2634 -21
8915 7415 -18
8915 10640 10
8915 26006 -41
8915 28445 -96
8916 13932 -83
8916 18156 100
8918 1413 -26
8918 19747 -53
8919 15192 99
8919 24943 95
8919 27156 -77
8920 332 -82
8920 3368 80
8920 13333 -14
8920 21874 -51
8921 3725 -1
8922 13476 -94
8922 18572 9
8922 25401 1
8922 25748 -6
8923 2281 24
8923 21005 -19
8923 22319 -4
8924 1480 19
8924 3889 -79
8924 5118 52
8924 9573 29
8925 1717 87
8925 2614 89
8925 11543 35
8925 11801 28
8925 25627 -36
8925 28186 -24
8926 18967 24
8927 13709 25
8927 24834 43
8928 12020 100
8928 16987 59
8928 18872 -15
8928 24550 -88
8929 1032 58
8929 4318 -53
8929 9405 -3
8929 10132 -96
8929 14265 35
8929 22978 18
8929 28983 -9
8929 29973 -9
8930 2566 -66
8930 5652 -57
8930 8057 79
